Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,24595
Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,26840
Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,14,11,258,40350
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,2031,42330
Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,23,17,5657,36565
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,28,18,376,44080
Chevrolet,Traverse,2017,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,1385,36100
Maserati,GranTurismo Convertible,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,150465
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,23,15,1013,34560
Infiniti,QX70,2017,premium unleaded (required),325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,190,47650
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,27995
Chevrolet,Sportvan,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,16,11,1385,2000
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,24,17,1851,33095
Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,17,13,1385,34885
Lexus,GS 350,2017,premium unleaded (required),311.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,27,19,454,54810
Hyundai,Sonata,2017,regular unleaded,245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,1439,26600
Dodge,Ram Pickup 1500,2008,regular unleaded,310.0,8.0,MANUAL,rear wheel drive,4.0,Large,Crew Cab Pickup,17,13,1851,30775
Toyota,Highlander,2016,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,2031,33475
Hyundai,Sonata Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,36,1439,26000
Oldsmobile,Cutlass Calais,1990,regular unleaded,180.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29,19,26,2000
Volkswagen,Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,28,873,22325
Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr SUV,20,16,5657,2000
Pontiac,Torrent,2008,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,17,210,25145
Volvo,850,1997,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,26,18,870,2000
Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,21,15,5657,40070
Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,47050
HUMMER,H3,2009,regular unleaded,242.0,5.0,MANUAL,four wheel drive,4.0,Midsize,4dr SUV,18,14,130,33390
Kia,Spectra,2008,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,23,1720,14895
Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,41820
Scion,tC,2015,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,23,105,24340
Ford,Transit Wagon,2017,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,40770
Tesla,Model S,2016,electric,,0.0,DIRECT_DRIVE,rear wheel drive,4.0,Large,Sedan,90,88,1391,70000
Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,1385,53015
Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,47975
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,21,873,29695
Ford,Freestyle,2007,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,17,5657,27770
Chevrolet,Equinox,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32,22,1385,29740
Porsche,968,1993,regular unleaded,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,15,1715,4651
Cadillac,ATS,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,19,1624,45995
Land Rover,Range Rover Evoque,2016,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,21,258,45675
Honda,Element,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,19,2202,22075
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1013,38590
Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17,1385,73450
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3104
Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27,586,26240
Dodge,Ramcharger,1991,regular unleaded,170.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,13,10,1851,2000
Dodge,Ram 50 Pickup,1993,regular unleaded,116.0,4.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,20,17,1851,2000
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,61,42015
Plymouth,Grand Voyager,2000,flex-fuel (unleaded/E85),158.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,23,16,535,2331
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,24700
Saab,900,1997,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,23,17,376,2117
Buick,Verano,2015,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,21,155,25020
Chrysler,Aspen,2007,regular unleaded,235.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,17,13,1013,30935
Volvo,V70,2008,premium unleaded (recommended),235.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,24,16,870,32465
Dodge,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,28,1851,2000
Ford,Fiesta,2016,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,27,5657,14580
Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30210
Volkswagen,Beetle,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,31625
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,22,17,1385,37730
Mazda,B-Series Pickup,2000,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,20,586,2961
Hyundai,Azera,2017,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,20,1439,34100
Plymouth,Colt,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,26,21,535,2000
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,25,18,1385,24285
Suzuki,Esteem,2000,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,24,481,2000
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,19,14,5657,39580
Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,19,204,36495
Dodge,Charger,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19,1851,29995
Nissan,NX,1991,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,28,21,2009,2000
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,31395
Pontiac,G6,2009,flex-fuel (unleaded/E85),219.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,26,17,210,24710
Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,24,1439,26525
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,15,1385,58045
Mitsubishi,Expo,1994,regular unleaded,136.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr Hatchback,22,18,436,2000
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,29595
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,17,11,549,36700
BMW,5 Series Gran Turismo,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr Hatchback,27,19,3916,60900
Infiniti,G37 Convertible,2010,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,46950
Toyota,Yaris,2015,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,30,2031,16880
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,15,2009,32560
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,31,2202,19540
Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,47975
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,28,19,190,44300
Ford,Transit Wagon,2017,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,19,14,5657,38165
Dodge,Avenger,2013,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,20,1851,22595
Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,25,1439,21150
Acura,RL,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,17,204,47200
Mercedes-Benz,GLE-Class Coupe,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17,617,69650
Bentley,Continental GT,2016,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,24,14,520,218400
Maserati,GranTurismo Convertible,2015,premium unleaded (required),454.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,20,13,238,182009
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,Large,Extended Cab Pickup,16,12,5657,3572
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,30,26,481,16699
Land Rover,Range Rover,2016,premium unleaded (recommended),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,23,17,258,84950
Lotus,Evora,2011,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,613,65500
Mercedes-Benz,S-Class,2015,premium unleaded (required),449.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,16,617,97400
Dodge,Challenger,2017,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15,1851,37390
Lexus,CT 200h,2017,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,43,454,31250
Infiniti,G Sedan,2012,premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,34500
Mazda,626,2001,premium unleaded (required),165.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,25,19,586,19935
Oldsmobile,Cutlass Ciera,1992,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,28,19,26,2000
Infiniti,EX35,2010,premium unleaded (recommended),297.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,190,37400
Pontiac,Bonneville,2004,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,18,210,30035
Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,1624,45375
Chevrolet,S-10 Blazer,1994,regular unleaded,165.0,6.0,MANUAL,rear wheel drive,4.0,Midsize,4dr SUV,20,15,1385,2000
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24,873,29955
Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,23,16,155,28110
Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,21,873,25170
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,21,15,2009,26640
Dodge,Durango,2017,premium unleaded (recommended),360.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,14,1851,42095
Hyundai,Elantra GT,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33,24,1439,19800
Dodge,Magnum,2008,regular unleaded,250.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,24,17,1851,27225
Lexus,IS 250 C,2013,premium unleaded (required),204.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,30,21,454,42610
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,20,1385,27920
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,15730
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,27375
Subaru,Impreza WRX,2013,premium unleaded (required),265.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,25,19,640,29295
Toyota,Prius,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,48,51,2031,26985
Scion,xA,2005,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,27,105,13330
Audi,A6,2015,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,3105,46900
Ford,Escape Hybrid,2010,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,34,5657,32370
Dodge,Durango,2017,regular unleaded,295.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,26,19,1851,37495
Dodge,Ram Cargo,2001,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,12,1851,20240
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1624,55495
Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,24185
Honda,Accord Crosstour,2010,regular unleaded,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,34770
Nissan,Armada,2015,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,13,2009,50780
Chevrolet,Colorado,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,23,17,1385,24440
Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,21,640,29695
GMC,Jimmy,1999,regular unleaded,190.0,6.0,UNKNOWN,rear wheel drive,2.0,Compact,2dr SUV,19,14,549,2182
BMW,1 Series,2011,premium unleaded (required),300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,28,20,3916,36350
Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,27150
Audi,SQ5,2015,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,3105,60200
GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,549,50440
Ferrari,360,2004,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,147332
Lexus,RX 300,2002,regular unleaded,220.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,454,35705
Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,31,22,873,37820
Mitsubishi,Mirage,2017,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,43,37,436,14195
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25,19,61,35130
Lexus,LS 430,2005,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,16,454,56225
Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,24,617,41850
Volkswagen,Beetle Convertible,2014,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,30495
Hyundai,Tucson,2017,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,25,1439,29775
Mazda,Protege,2001,regular unleaded,103.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,25,586,12765
Spyker,C8,2009,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,18,13,2,219990
Toyota,Avalon Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,40,2031,37250
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,38455
Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,1385,46110
Cadillac,CTS Wagon,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,26,18,1624,46095
Pontiac,Vibe,2009,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,32,26,210,16100
Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,46010
Acura,RL,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,17,204,48200
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,31,2202,23425
Infiniti,Q70,2016,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,16,190,65350
Aston Martin,V8 Vantage,2016,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,19,13,259,134295
Volvo,V60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,36,25,870,36150
Honda,Prelude,2001,premium unleaded (required),195.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,24,19,2202,24600
Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,37900
Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22,586,40170
Acura,TL,2012,premium unleaded (required),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,20,204,35705
Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,29275
Scion,xB,2014,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,28,22,105,17920
Mitsubishi,Galant,2010,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,436,23999
Buick,Roadmaster,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,155,2000
Mercedes-Benz,300-Class,1991,regular unleaded,228.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,21,14,617,3552
Ford,Thunderbird,2003,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,22,16,5657,37855
Lexus,RX 300,2003,regular unleaded,220.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,21,17,454,35125
Suzuki,Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,23,481,26199
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,18,1720,32300
Aston Martin,V8 Vantage,2016,premium unleaded (required),430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,21,14,259,139995
Lamborghini,Murcielago,2009,premium unleaded (required),631.0,12.0,MANUAL,all wheel drive,2.0,Compact,Coupe,13,8,1158,354000
Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,18,204,52360
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31,24,2031,24350
Volkswagen,Jetta SportWagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,24,873,24395
Infiniti,G35,2006,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,22,16,190,33250
Subaru,Legacy,2015,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36,26,640,21695
Suzuki,Forenza,2006,regular unleaded,126.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,19,481,16699
Land Rover,Discovery Series II,2001,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,16,12,258,33350
Tesla,Model S,2016,electric,,0.0,DIRECT_DRIVE,all wheel drive,,Large,Sedan,105,102,1391,79500
Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,28,19,873,17110
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,15,11,5657,33560
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,16,13,5657,31420
Plymouth,Laser,1994,regular unleaded,195.0,4.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,23,18,535,2000
Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,30,20,1385,35605
Ford,Contour SVT,2000,regular unleaded,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,27,18,5657,2937
Suzuki,Samurai,1995,regular unleaded,66.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,26,24,481,2000
Hyundai,Elantra Touring,2012,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30,23,1439,17195
Chevrolet,Prizm,2002,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,27,1385,16395
Dodge,Dart,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,23,1851,23795
Toyota,FJ Cruiser,2012,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,17,2031,27705
Volkswagen,Corrado,1994,regular unleaded,178.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,22,16,873,2000
